pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
GJ 3323,c,GJ 3323 c,Radial Velocity,0,2,40.54,0.21,-0.19,0,0.1264,0.0021,-0.0022,0,0.17,0.21,-0.12,0,,,,,0.00727,0.00157,-0.00154,0,Msini,,,,,,,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,0.04,-0.04,0,5.38,0,0,0,12.22,,0,V (Johnson),10.647,,0,3159,49,-49,0,0.16,,,0,0.12,0.03,-0.03,0,3/30/17,La Silla Observatory
GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,0.00081,-0.00077,0,0.029,0.001,-0.001,0,0,,,0,,,,,0.00777,0.00085,-0.00085,0,Msini,,,,,,,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,0.02,-0.02,0,18.16,0.02,-0.02,0,10.83,,0,V (Johnson),9.983,,0,3722,68,-68,0,0.5,0.05,-0.05,0,0.49,0.05,-0.05,0,7/28/16,Roque de los Muchachos Observatory
GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,0.016,-0.016,0,0.089,0.003,-0.003,0,0.049,0.052,-0.034,0,,,,,0.0197,0.00249,-0.00239,0,Msini,,,,,,,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,0.02,-0.02,0,18.16,0.02,-0.02,0,10.83,,0,V (Johnson),9.983,,0,3722,68,-68,0,0.5,0.05,-0.05,0,0.49,0.05,-0.05,0,7/28/16,Roque de los Muchachos Observatory
GJ 581,b,GJ 581 b,Radial Velocity,0,3,5.3686,0.0001,-0.0001,0,0.04061,0.00003,-0.00003,0,0,0.03,-0.03,0,,,,,0.0497,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,0,0,0,6.3,0,0,0,10.56,0.011,0,V (Johnson),9.411,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,7/9/14,La Silla Observatory
GJ 581,c,GJ 581 c,Radial Velocity,0,3,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,0,0.06,-0.06,0,,,,,0.0173,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,0,0,0,6.3,0,0,0,10.56,0.011,0,V (Johnson),9.411,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,7/9/14,La Silla Observatory
GJ 581,e,GJ 581 e,Radial Velocity,0,3,3.149,0.0002,-0.0002,0,0.02815,0.00006,-0.00006,0,0,0.06,-0.06,0,,,,,0.0053,0.0006,-0.0006,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,0,0,0,6.3,0,0,0,10.56,0.011,0,V (Johnson),9.411,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,7/9/14,La Silla Observatory
GJ 667 C,b,GJ 667 C b,Radial Velocity,0,5,7.2004,0.0017,-0.0017,0,0.0505,0.0044,-0.0053,0,0.13,0.1,-0.11,0,,,,,0.018,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
GJ 667 C,c,GJ 667 C c,Radial Velocity,0,5,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,0.02,0.15,-0.02,0,,,,,0.012,0.005,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
GJ 667 C,e,GJ 667 C e,Radial Velocity,1,5,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,0.02,0.22,-0.02,0,,,,,0.008,0.005,-0.004,0,Msini,,,,,,,,,0,0,0,1,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
GJ 667 C,f,GJ 667 C f,Radial Velocity,1,5,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,0.03,0.16,-0.03,0,,,,,0.008,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,1,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
GJ 667 C,g,GJ 667 C g,Radial Velocity,1,5,256.2,13.8,-7.9,0,0.549,0.052,-0.058,0,0.08,0.41,-0.08,0,,,,,0.014,0.008,-0.007,0,Msini,,,,,,,,,0,0,0,1,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
GJ 676 A,b,GJ 676 A b,Radial Velocity,0,4,1056.80005,2.8,-2.8,0,1.82,0.06,-0.06,0,0.33,0.01,-0.01,0,,,,0,4.96,0.96,-0.96,0,Msini,,,,0,,,,0,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,0.01,-0.01,0,16.03,0.01,-0.01,0,9.58,0.009,0,V (Johnson),8.865,,0,3734,181,-181,0,0.73,0.21,-0.21,0,0.69,0.07,-0.07,0,9/6/18,La Silla Observatory
GJ 676 A,c,GJ 676 A c,Radial Velocity,0,4,7337,95,-92,0,6.6,0.1,-0.1,0,,,,,,,,,6.8,0.1,-0.1,0,Msini,,,,,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,0.01,-0.01,0,16.03,0.01,-0.01,0,9.58,0.009,0,V (Johnson),8.865,,0,3734,181,-181,0,0.73,0.21,-0.21,0,0.69,0.07,-0.07,0,9/29/16,Paranal Observatory
GJ 676 A,d,GJ 676 A d,Radial Velocity,0,4,3.6005,0.0002,-0.0002,0,,,,,0.262,0.09,-0.101,0,,,,,0.014,0.001,-0.001,0,Msini,,,,,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,0.01,-0.01,0,16.03,0.01,-0.01,0,9.58,0.009,0,V (Johnson),8.865,,0,3734,181,-181,0,0.73,0.21,-0.21,0,0.69,0.07,-0.07,0,9/29/16,La Silla Observatory
GJ 676 A,e,GJ 676 A e,Radial Velocity,0,4,35.39,0.03,-0.04,0,,,,,0.125,0.119,-0.087,0,,,,,0.025,0.002,-0.002,0,Msini,,,,,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,0.01,-0.01,0,16.03,0.01,-0.01,0,9.58,0.009,0,V (Johnson),8.865,,0,3734,181,-181,0,0.73,0.21,-0.21,0,0.69,0.07,-0.07,0,9/29/16,La Silla Observatory
GJ 832,b,GJ 832 b,Radial Velocity,0,2,3657,104,-104,0,3.56,0.28,-0.28,0,0.08,0.02,-0.06,0,,,,,0.68,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,0,0,0,4.97,0,0,0,8.66,,0,V (Johnson),7.738,,0,3472,,,0,0.45,0.05,-0.05,0,,,,,6/25/14,Anglo-Australian Telescope
GJ 832,c,GJ 832 c,Radial Velocity,0,2,35.68,0.03,-0.03,0,0.163,0.006,-0.006,0,0.18,0.13,-0.13,0,,,,,0.017,0.003,-0.003,0,Msini,,,,,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,0,0,0,4.97,0,0,0,8.66,,0,V (Johnson),7.738,,0,3472,,,0,0.45,0.05,-0.05,0,,,,,6/25/14,Multiple Observatories
GJ 876,b,GJ 876 b,Radial Velocity,0,4,61.1166,0.0086,-0.0086,0,0.208317,0.00002,-0.00002,0,0.0324,0.0013,-0.0013,0,59,,,0,2.2756,0.0045,-0.0045,0,Mass,,,,,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,0,0,0,4.68,0,0,0,10.191,0.015,0,V (Johnson),8.875,,0,,,,0,0.32,0.03,-0.03,0,0.3,,,0,8/27/14,Multiple Observatories
GJ 876,c,GJ 876 c,Radial Velocity,0,4,30.0881,0.0082,-0.0082,0,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,59,,,0,0.7142,0.0039,-0.0039,0,Mass,,,,,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,0,0,0,4.68,0,0,0,10.191,0.015,0,V (Johnson),8.875,,0,,,,0,0.32,0.03,-0.03,0,0.3,,,0,8/27/14,Multiple Observatories
GJ 876,d,GJ 876 d,Radial Velocity,0,4,1.93778,0.00002,-0.00002,0,0.020807,0,0,0,0.207,0.055,-0.055,0,59,,,0,0.021,0.001,-0.001,0,Mass,,,,,,,,,0,0,0,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,0,0,0,4.68,0,0,0,10.191,0.015,0,V (Johnson),8.875,,0,,,,0,0.32,0.03,-0.03,0,0.3,,,0,8/27/14,W. M. Keck Observatory
GJ 876,e,GJ 876 e,Radial Velocity,0,4,124.26,0.7,-0.7,0,0.3343,0.0013,-0.0013,0,0.055,0.012,-0.012,0,59,,,0,0.046,0.005,-0.005,0,Mass,,,,,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,0,0,0,4.68,0,0,0,10.191,0.015,0,V (Johnson),8.875,,0,,,,0,0.32,0.03,-0.03,0,0.3,,,0,8/27/14,W. M. Keck Observatory
GJ 9827,b,GJ 9827 b,Transit,0,3,1.2089802,0.0000084,-0.0000081,0,0.01888,0.0003,-0.00031,0,,,,0,85.73,1.2,-0.96,0,0.01076,0.00378,-0.00239,0,Mass,0.145,0.01,-0.01,0,4.5,1.5,-0.98,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.25,0.138,0,V (Johnson),9.838,,0,4269,98,-99,0,0.61,0.03,-0.03,0,0.61,0.03,-0.03,0,6/21/18,K2
GJ 9827,c,GJ 9827 c,Transit,0,3,3.648083,0.00006,-0.000058,0,0.03942,0.00062,-0.00064,0,,,,0,88.05,0.64,-0.48,0,0.00761,0.00236,-0.00154,0,Mass,0.113,0.008,-0.008,0,6.4,2,-1.1,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.25,0.138,0,V (Johnson),9.838,,0,4269,98,-99,0,0.61,0.03,-0.03,0,0.61,0.03,-0.03,0,6/21/18,K2
GJ 9827,d,GJ 9827 d,Transit,0,3,6.201467,0.000062,-0.000061,0,0.05615,0.00089,-0.00091,0,,,,0,87.39,0.2,-0.18,0,0.01636,0.00566,-0.00378,0,Mass,0.185,0.012,-0.012,0,3.23,1.1,-0.72,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.25,0.138,0,V (Johnson),9.838,,0,4269,98,-99,0,0.61,0.03,-0.03,0,0.61,0.03,-0.03,0,6/21/18,K2
HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,,,0,0.05254,0.00064,-0.00066,0,0.218,0.034,-0.031,0,,,,0,0.07362,0.00472,-0.00472,0,Msini,0.389,0.005,-0.005,0,,,,0,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,0.03,-0.03,0,37.81,0.03,-0.03,0,9.174,,0,Kepler-band,9.151,,0,4780,50,-50,0,0.81,0.02,-0.03,0,0.68,0.01,-0.01,0,1/31/19,HATNet
HAT-P-11,c,HAT-P-11 c,Radial Velocity,0,2,3407,360,-190,0,4.13,0.29,-0.16,0,0.601,0.032,-0.031,0,,,,0,1.59519,0.09439,-0.08495,0,Msini,,,,0,,,,0,0,1,0,0,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,0.03,-0.03,0,37.81,0.03,-0.03,0,9.174,,0,Kepler-band,9.151,,0,4780,50,-50,0,0.81,0.02,-0.03,0,0.68,0.01,-0.01,0,1/31/19,W. M. Keck Observatory
HAT-P-13,b,HAT-P-13 b,Transit,0,2,2.91625,0.000015,-0.000015,0,,,,,0.0133,0.0041,-0.0041,0,83.4,0.68,-0.68,0,0.851,0.038,-0.038,0,Mass,1.272,0.065,-0.065,0,,,,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,12,-12,0,248.56,2.22,-2.22,0,10.622,,0,V (Johnson),10.417,,0,5653,90,-90,0,1.22,0.05,-0.1,0,1.56,0.08,-0.08,0,10/15/14,HATNet
HAT-P-13,c,HAT-P-13 c,Radial Velocity,0,2,446.27,0.22,-0.22,0,,,,0,0.6616,0.0054,-0.0054,0,,,,0,14.28,0.28,-0.28,0,Msini,,,,0,,,,0,0,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,12,-12,0,248.56,2.22,-2.22,0,10.622,,0,V (Johnson),10.417,,0,5653,90,-90,0,1.22,0.05,-0.1,0,1.56,0.08,-0.08,0,1/31/19,W. M. Keck Observatory
HAT-P-17,b,HAT-P-17 b,Transit,0,2,10.33852,0.000009,-0.000009,0,,,,0,0.35,0.01,-0.01,0,89.2,0.15,-0.15,0,0.58,0.06,-0.06,0,Mass,1.05,0.04,-0.04,0,,,,0,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,0.48,-0.48,0,92.63,0.48,-0.48,0,10.54,,0,V (Johnson),10.274,,0,5246,80,-80,0,0.99,0.15,-0.15,0,0.87,0.04,-0.04,0,4/26/18,HATNet
HAT-P-17,c,HAT-P-17 c,Radial Velocity,0,2,5584,7700,-2100,0,5.6,3.5,-1.4,0,0.39,0.23,-0.17,0,,,,,3.4,1.1,-0.7,0,Msini,,,,,,,,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,0.48,-0.48,0,92.63,0.48,-0.48,0,10.54,,0,V (Johnson),10.274,,0,5246,80,-80,0,0.99,0.15,-0.15,0,0.87,0.04,-0.04,0,5/14/14,W. M. Keck Observatory
HAT-P-44,b,HAT-P-44 b,Transit,0,2,4.301219,0.000019,-0.000019,0,0.0507,0.0007,-0.0007,0,0.044,0.052,-0.052,0,89.1,0.4,-0.4,0,0.352,0.029,-0.029,0,Mass,1.242,0.106,-0.051,0,0.23,0.04,-0.04,0,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,31,-17,0,351.38,2.24,-2.24,0,,,,,12.973,,0,5295,100,-100,0,0.94,0.04,-0.04,0,0.95,0.08,-0.04,0,5/14/14,HATNet
HAT-P-44,c,HAT-P-44 c,Radial Velocity,0,2,872.2,1.7,-1.7,0,1.752,0.025,-0.025,0,0.494,0.081,-0.081,0,,,,,4,1.4,-0.8,0,Msini,,,,,,,,,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,31,-17,0,351.38,2.24,-2.24,0,,,,,12.973,,0,5295,100,-100,0,0.94,0.04,-0.04,0,0.95,0.08,-0.04,0,5/14/14,W. M. Keck Observatory
HATS-59,b,HATS-59 b,Transit,0,2,5.416081,0.000016,-0.000016,0,0.06112,0.00076,-0.00076,0,0.129,0.049,-0.049,0,88.1,0.33,-0.33,0,0.806,0.069,-0.069,0,Mass,1.126,0.077,-0.077,0,0.7,0.16,-0.16,0,0,0,0,0,11h21m18.00s,170.325,-22d23m17.4s,-22.388167,654.88,14.06,-14.06,0,654.88,14.06,-14.06,0,13.951,0.03,0,V (Johnson),13.785,,0,5670,91,-91,0,1.04,0.04,-0.04,0,1.04,0.07,-0.07,0,12/6/18,HATSouth
HATS-59,c,HATS-59 c,Radial Velocity,0,2,1422,14,-14,0,2.504,0.035,-0.035,0,0.083,,,1,,,,0,12.7,0.87,-0.87,0,Msini,,,,0,,,,0,0,0,0,0,11h21m18.00s,170.325,-22d23m17.4s,-22.388167,654.88,14.06,-14.06,0,654.88,14.06,-14.06,0,13.951,0.03,0,V (Johnson),13.785,,0,5670,91,-91,0,1.04,0.04,-0.04,0,1.04,0.07,-0.07,0,12/6/18,HATSouth
HD 10180,c,HD 10180 c,Radial Velocity,0,6,5.75969,0.00028,-0.00028,0,0.06412,0.00101,-0.00101,0,0.073,0.031,-0.031,0,,,,,0.0416,0.0014,-0.0014,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,0.04,-0.04,0,39,0.04,-0.04,0,7.321,0.01,0,V (Johnson),7.173,,0,5911,19,-19,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,6/25/15,La Silla Observatory
HD 10180,d,HD 10180 d,Radial Velocity,0,6,16.357,0.0038,-0.0038,0,0.12859,0.00202,-0.00202,0,0.131,0.052,-0.052,0,,,,,0.0378,0.0022,-0.0022,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,0.04,-0.04,0,39,0.04,-0.04,0,7.321,0.01,0,V (Johnson),7.173,,0,5911,19,-19,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,6/25/15,La Silla Observatory
HD 10180,e,HD 10180 e,Radial Velocity,0,6,49.748,0.025,-0.025,0,0.2699,0.0043,-0.0043,0,0.051,0.033,-0.033,0,,,,,0.0805,0.0032,-0.0032,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,0.04,-0.04,0,39,0.04,-0.04,0,7.321,0.01,0,V (Johnson),7.173,,0,5911,19,-19,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,6/25/15,La Silla Observatory
HD 10180,f,HD 10180 f,Radial Velocity,0,6,122.744,0.232,-0.232,0,0.4929,0.0078,-0.0078,0,0.119,0.054,-0.054,0,,,,,0.0722,0.0047,-0.0047,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,0.04,-0.04,0,39,0.04,-0.04,0,7.321,0.01,0,V (Johnson),7.173,,0,5911,19,-19,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,6/25/15,La Silla Observatory
HD 10180,g,HD 10180 g,Radial Velocity,0,6,604.67,10.42,-10.42,0,1.427,0.028,-0.028,0,0.263,0.152,-0.152,0,,,,,0.0732,0.0138,-0.0138,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,0.04,-0.04,0,39,0.04,-0.04,0,7.321,0.01,0,V (Johnson),7.173,,0,5911,19,-19,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,6/25/15,La Silla Observatory
HD 10180,h,HD 10180 h,Radial Velocity,0,6,2205,105.9,-105.9,0,3.381,0.121,-0.121,0,0.095,0.086,-0.086,0,,,,,0.2066,0.0139,-0.0139,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,0.04,-0.04,0,39,0.04,-0.04,0,7.321,0.01,0,V (Johnson),7.173,,0,5911,19,-19,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,6/25/15,La Silla Observatory
HD 102329,b,HD 102329 b,Radial Velocity,0,2,778.09998,7.5,-7.5,0,1.81,0.07,-0.07,0,0.21,0.04,-0.04,0,,,,0,8.16,2.19,-2.19,0,Msini,,,,0,,,,0,0,0,0,0,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,218.42,3.14,-3.14,0,218.42,3.14,-3.14,0,8.04,,0,V (Johnson),7.582,,0,4745,71,-71,0,3.21,1.28,-1.28,0,9.82,0.75,-0.75,0,9/6/18,W. M. Keck Observatory
HD 102329,c,HD 102329 c,Radial Velocity,0,2,1123,79,-53,0,,,,0,0.209,0.231,-0.202,0,,,,0,1.52,0.3,-0.25,0,Msini,,,,0,,,,0,0,0,0,0,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,218.42,3.14,-3.14,0,218.42,3.14,-3.14,0,8.04,,0,V (Johnson),7.582,,0,4745,71,-71,0,3.21,1.28,-1.28,0,9.82,0.75,-0.75,0,11/29/18,W. M. Keck Observatory
HD 106315,b,HD 106315 b,Transit,0,2,9.55804,0.00165,-0.0017,0,0.0905,0.001,-0.001,0,,,,0,,,,0,,,,0,,0.207,0.012,-0.007,0,,,,0,0,0,1,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,109.7,0.7,-0.7,0,109.69,0.69,-0.69,0,8.951,0.018,0,V (Johnson),8.888,,0,6277,52,-51,0,1.08,0.03,-0.04,0,1.29,0.02,-0.02,0,7/12/18,K2
HD 106315,c,HD 106315 c,Transit,0,2,21.05788,0.00132,-0.00133,0,0.1533,0.0016,-0.0017,0,,,,0,,,,0,,,,0,,0.385,0.009,-0.007,0,,,,0,0,0,1,0,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,109.7,0.7,-0.7,0,109.69,0.69,-0.69,0,8.951,0.018,0,V (Johnson),8.888,,0,6277,52,-51,0,1.08,0.03,-0.04,0,1.29,0.02,-0.02,0,7/12/18,K2
HD 108874,b,HD 108874 b,Radial Velocity,0,2,394.48123,0.6,-0.6,0,1.04,0.02,-0.02,0,0.13,0.02,-0.02,0,,,,0,1.42,0.09,-0.09,0,Msini,,,,0,,,,0,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,59.62,0.16,-0.16,0,59.62,0.16,-0.16,0,8.738,0.014,0,V (Johnson),8.575,,0,5600,37,-37,0,1.1,0.09,-0.09,0,1.05,0.02,-0.02,0,9/6/18,W. M. Keck Observatory
HD 108874,c,HD 108874 c,Radial Velocity,0,2,1624,23,-23,0,2.659,0.06,-0.06,0,0.239,0.031,-0.031,0,,,,,0.99,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,59.62,0.16,-0.16,0,59.62,0.16,-0.16,0,8.738,0.014,0,V (Johnson),8.575,,0,5600,37,-37,0,1.1,0.09,-0.09,0,1.05,0.02,-0.02,0,5/14/14,W. M. Keck Observatory
HD 109271,b,HD 109271 b,Radial Velocity,0,2,7.8543,0.0009,-0.0009,0,0.079,0.001,-0.001,0,0.25,0.08,-0.08,0,,,,,0.054,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,55.96,0.21,-0.21,0,55.96,0.21,-0.21,0,8.055,0.013,0,V (Johnson),7.878,,0,5783,62,-62,0,1.05,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
HD 109271,c,HD 109271 c,Radial Velocity,0,2,30.93,0.02,-0.02,0,0.196,0.003,-0.003,0,0.15,0.09,-0.09,0,,,,,0.076,0.007,-0.007,0,Msini,,,,,,,,,0,0,0,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,55.96,0.21,-0.21,0,55.96,0.21,-0.21,0,8.055,0.013,0,V (Johnson),7.878,,0,5783,62,-62,0,1.05,0.02,-0.02,0,,,,,5/14/14,La Silla Observatory
HD 113538,b,HD 113538 b,Radial Velocity,0,2,663.2,8.4,-7.4,0,1.24,0.04,-0.04,,0.14,0.08,-0.08,0,,,,,0.36,0.04,-0.04,0,Msini,,,,,,,,,0,0,0,0,13h04m57.48s,196.239487,-52d26m34.5s,-52.442924,15.9,,,0,16.29,0.01,-0.01,0,9.057,,0,V (Johnson),8.443,,0,4462,145,-145,0,0.58,0.05,-0.05,0,0.53,0.02,-0.02,0,1/8/15,La Silla Observatory
HD 113538,c,HD 113538 c,Radial Velocity,0,2,1818,25,-22,0,2.44,0.07,-0.07,0,0.2,0.04,-0.04,0,,,,,0.93,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,13h04m57.48s,196.239487,-52d26m34.5s,-52.442924,15.9,,,0,16.29,0.01,-0.01,0,9.057,,0,V (Johnson),8.443,,0,4462,145,-145,0,0.58,0.05,-0.05,0,0.53,0.02,-0.02,0,1/8/15,La Silla Observatory
HD 114783,b,HD 114783 b,Radial Velocity,0,2,493.7,1.8,-1.8,0,1.16,0.019,-0.019,0,0.144,0.032,-0.032,0,,,,,1.1,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,13h12m43.78s,198.182434,-02d15m54.1s,-2.26504,20.4,0.4,-0.4,0,21.08,0.03,-0.03,0,7.55,0.01,0,V (Johnson),7.318,,0,5135,44,-44,0,0.85,0.03,-0.03,0,,,,,5/14/14,W. M. Keck Observatory
HD 114783,c,HD 114783 c,Radial Velocity,0,2,4319,151,-130,0,,,,0,0,0.091,-0.085,0,,,,0,0.611,0.056,-0.053,0,Msini,,,,0,,,,0,0,0,0,0,13h12m43.78s,198.182434,-02d15m54.1s,-2.26504,20.4,0.4,-0.4,0,21.08,0.03,-0.03,0,7.55,0.01,0,V (Johnson),7.318,,0,5135,44,-44,0,0.85,0.03,-0.03,0,,,,,11/29/18,W. M. Keck Observatory
HD 11506,b,HD 11506 b,Radial Velocity,0,2,1622.1,2.1,-2.1,0,2.9,0.14,-0.14,0,0.3743,0.0053,-0.0053,0,,,,0,4.83,0.52,-0.52,0,Msini,,,,0,,,,0,0,0,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,51.34,0.13,-0.13,0,51.34,0.13,-0.13,0,7.51,,0,V (Johnson),7.374,,0,6030,,,0,1.24,0.18,-0.18,0,1.34,0.05,-0.05,0,9/27/18,W. M. Keck Observatory
HD 11506,c,HD 11506 c,Radial Velocity,0,2,223.41,0.32,-0.32,0,0.774,0.038,-0.038,0,0.193,0.038,-0.038,0,,,,0,0.408,0.057,-0.057,0,Msini,,,,0,,,,0,0,0,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,51.34,0.13,-0.13,0,51.34,0.13,-0.13,0,7.51,,0,V (Johnson),7.374,,0,6030,,,0,1.24,0.18,-0.18,0,1.34,0.05,-0.05,0,9/27/18,W. M. Keck Observatory
